_id,PK,CCR,AGE,GENDER,RACE,MONTHNUM,DAY,YEAR,DATE,MONTHYEAR,MONTHNAME,DAYOFWEEK,TIME,NUMMIN,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,group,zone_name,ISSAMEDISTANCE
6212,1982363,17041149,18,Male,Black,3,6,2017,6-Mar-17,Mar-17,March,Tuesday,17:58:00,1078,"Mc Candless ST & Celadine ST Pittsburgh, PA 15201",5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant,"900 Block Mc Candless ST Pittsburgh, PA 15201",Upper Lawrenceville,2,1011,7,2,-79.94970973,40.47886419,10-19,Downtown/Hill/Strip,2036661
6100,1982210,17032069,18,Male,Black,3,6,2017,6-Mar-17,Mar-17,March,Tuesday,17:20:00,1040,"900 Block 2nd AV Pittsburgh, PA 15219",901 Criminal Attempt / 903 Criminal Conspiracy. / 3701 Robbery.,"400 Block Climax ST Pittsburgh, PA 15210",Beltzhoover,3,1809,3,4,-80.00034617,40.41979882,10-19,South Side,2923
6283,1982452,17017898,15,Male,Black,3,6,2017,6-Mar-17,Mar-17,March,Wednesday,16:30:00,990,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1100 Block Tweed ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.06331139,40.4560324,10-19,West End/South Side,6899
6284,1982453,17017898,14,Male,Black,3,6,2017,6-Mar-17,Mar-17,March,Thursday,14:30:00,870,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1100 Block Tweed ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.06331139,40.4560324,10-19,West End/South Side,6899
6439,1982648,17006652,29,Male,Other,3,6,2017,6-Mar-17,Mar-17,March,Friday,15:45:00,945,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Boggs AV & W Warrington AV Pittsburgh, PA 15226",Mount Washington,3,1915,4,5,-80.0110922,40.41560949,20-29,South Side,2248
6116,1982226,17035595,34,Male,White,3,6,2017,6-Mar-17,Mar-17,March,Thursday,01:13:00,73,"600 Block 1ST AV Pittsburgh, PA 15219",2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,"100 Block Fitler ST Pittsburgh, PA 15210",Arlington,3,1603,3,4,-79.970453,40.41761055,30-39,South Side,4227
6437,1982646,16132188,27,Male,White,3,6,2017,6-Mar-17,Mar-17,March,Wednesday,08:50:00,530,"600 Block 1st AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"100 Block Crotzer AV Pittsburgh, PA 15205",Westwood,6,2811,2,5,-80.05790345,40.43634363,20-29,West End/South Side,7822
6736,1983003,17032480,23,Female,White,3,6,2017,6-Mar-17,Mar-17,March,Monday,10:40:00,640,"300 Block S Main ST Pittsburgh, PA 15220",2705 Recklessy Endangering Another Person. / 3701 Robbery.,"1700 Block Realty AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02477851,40.4085931,20-29,West End/South Side,5922
6227,1982378,17040614,34,Male,Black,3,5,2017,5-Mar-17,Mar-17,March,Wednesday,18:54:00,1134,"100 Block N Negley AV Pittsburgh, PA 15206",3925 Receiving Stolen Property. / 4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband.,"100 Block N NEGLEY AV PITTSBURGH, PA 15206",Garfield,5,1114,9,2,-79.93057707,40.46350886,30-39,East End (North),0
6225,1982376,17040604,23,Male,Black,3,5,2017,5-Mar-17,Mar-17,March,Monday,21:40:00,1300,"100 Block Penfort ST Pittsburgh, PA 15214",9093 Indirect Criminal Contempt,"1600 Block Hybla ST Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03699789,40.4742356,20-29,North Side,4834
6479,1982691,17037521,21,Male,Black,3,5,2017,5-Mar-17,Mar-17,March,Wednesday,09:03:00,543,"600 Block 1st AV Pittsburgh, PA 15219",607.07 Carrying Fascimiles of Firearms Prohibited / 2701(a)(3) Simple Assault - Attempts by Physical Menace,"900 Block N Murtland ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.90104113,40.45848802,20-29,East End (North),14247
6121,1982238,17023909,19,Male,Black,3,5,2017,5-Mar-17,Mar-17,March,Tuesday,14:05:00,845,"900 Block 2nd AV Pittsburgh, PA 15219",3925 Receiving Stolen Property.,"3400 Block Bates ST Pittsburgh, PA 15213",Central Oakland,4,406,3,3,-79.95632907,40.4351332,10-19,East End (South)/North Side,4882
6124,1982241,17035905,38,Male,White,3,5,2017,5-Mar-17,Mar-17,March,Friday,18:00:00,1080,"900 Block 2nd AV Pittsburgh, PA 15219",4952 Intimidation of Witnesses or Victims / 2709.2 Stalking Conduct or Repeatedly Communicates,"2300 Block Bensonia AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.03014102,40.40254324,30-39,West End/South Side,5559
6119,1982236,17010188,33,Male,White,3,5,2017,5-Mar-17,Mar-17,March,Sunday,14:05:00,845,"900 Block 2nd AV Pittsburgh, PA 15219",3922 Theft by Deception.,"3600 Block Massachusetts AV Pittsburgh, PA 15212",Brighton Heights,1,2701,1,1,-80.04029696,40.48028058,30-39,North Side,8355
6231,1982382,17040648,18,Male,White,3,5,2017,5-Mar-17,Mar-17,March,Sunday,23:00:00,1380,"5000 Block Barberry ST Pittsburgh, PA 15207",903 Criminal Conspiracy. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3701 Robbery. / 6106 Firearms not to be Carried without a License.,"Mooney RD & Beechland ST Pittsburgh, PA 15207",Lincoln Place,4,3102,5,3,-79.91823728,40.37933229,10-19,East End (South)/North Side,4049185
6374,1982555,17039852,49,Male,Black,3,4,2017,4-Mar-17,Mar-17,March,Wednesday,21:36:00,1296,"100 Block Parkfield ST Pittsburgh, PA 15210",2706 Terroristic Threats. / 3304 Criminal Mischief.,"7900 Block Susquehanna ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88724311,40.44916841,40-49,East End (North),16806
6111,1982221,17028908,46,Male,Black,3,4,2017,4-Mar-17,Mar-17,March,Saturday,08:00:00,480,"1400 Block Locust ST Pittsburgh, PA 15219",3929 Retail Theft. / 9501 Bench Warrant,"200 Block 6TH ST Pittsburgh, PA 15219",Central Business District,2,201,6,6,-80.00220679,40.44269983,40-49,Downtown/Hill/Strip,2692
6109,1982219,16224589,44,Male,Black,3,4,2017,4-Mar-17,Mar-17,March,Thursday,20:30:00,1230,"900 Block 2nd AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 4106 Access Device Fraud,"1300 Block Orangewood AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.01887174,40.41403498,40-49,West End/South Side,3772
6057,1982157,16049204,18,Male,Other,3,4,2017,4-Mar-17,Mar-17,March,Monday,21:51:00,1311,"200 Block Bonvue ST Pittsburgh, PA 15214","2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3400 Block Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03815717,40.47698002,10-19,North Side,3411
6060,1982160,17036317,20,Male,White,3,4,2017,4-Mar-17,Mar-17,March,Thursday,13:30:00,810,"300 Block S Main ST Pittsburgh, PA 15220","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1500 Block Crucible ST Pittsburgh, PA 15220",Crafton Heights,6,2814,2,5,-80.05111326,40.44716839,20-29,West End/South Side,1435
6120,1982237,17023508,63,Female,Black,3,3,2017,3-Mar-17,Mar-17,March,Monday,11:15:00,675,"600 Block First AV Pittsburgh, PA 15219",3922 Theft by Deception. / 4101 Forgery.,"7600 Block Frankstown AV Pittsburgh, PA 15221",Homewood North,5,1302,9,2,-79.88997564,40.45566475,60 and greater,East End (North),13374
6170,1982303,17037819,57,Male,Black,3,3,2017,3-Mar-17,Mar-17,March,Tuesday,20:00:00,1200,"600 Block 1st AV Pittsburgh, PA 15219",2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"N Negley AV & Black ST Pittsburgh, PA 15206",East Liberty,5,1113,9,2,-79.9274991,40.46874976,50-59,East End (North),8816
6132,1982249,17038849,43,Male,Black,3,3,2017,3-Mar-17,Mar-17,March,Saturday,01:50:00,110,"2000 Block Centre AV Pittsburgh, PA 15219",2701 Simple Assault. / 2706 Terroristic Threats. / 9501 Bench Warrant / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,"600 Block Francis CT Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.96878028,40.44958175,40-49,Downtown/Hill/Strip,1237
6103,1982213,16183740,32,Male,Black,3,3,2017,3-Mar-17,Mar-17,March,Friday,17:30:00,1050,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault.,"4700 Block Monongahela ST Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.94380912,40.41347961,30-39,East End (South)/North Side,6970
6118,1982235,16226905,27,Female,Black,3,3,2017,3-Mar-17,Mar-17,March,Saturday,08:00:00,480,"900 Block Second AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"10 Block Sylvania AV Pittsburgh, PA 15210",Beltzhoover,3,1809,3,4,-80.0093122,40.41613387,20-29,South Side,5132
6125,1982242,17036388,19,Male,Black,3,3,2017,3-Mar-17,Mar-17,March,Saturday,19:10:00,1150,"2100 Block Saranac AV Pittsburgh, PA 15216",907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 3701 Robbery. / 6106 Firearms not to be Carried without a License.,"Broadway AV & Boustead ST Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02952752,40.40580255,10-19,West End/South Side,201174
6403,1982595,17036319,32,Male,White,3,3,2017,3-Mar-17,Mar-17,March,Thursday,11:25:00,685,"600 Block 1st AV Pittsburgh, PA 15219",2710 Ethnic Intimidation. / 2709(a)(4) Harassment Communicates Prohibited Acts,"600 Block Avery ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9989743,40.45310781,30-39,North Side,3985
6126,1982243,17021689,26,Female,White,3,3,2017,3-Mar-17,Mar-17,March,Sunday,18:15:00,1095,"900 Block 2nd AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 3736 Reckless Driving,"W Carson ST & Commerce DR Pittsburgh, PA 15219",South Shore,3,1921,2,5,-80.00677528,40.43383057,20-29,South Side,3931489
5838,1981894,17020424,58,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Saturday,13:40:00,820,"600 Block 1st AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 3743 Accidents Involving Damage to Attended Veh. or Property,"Bigelow BL & Blessing ST Pittsburgh, PA 15213",Upper Hill,2,506,6,3,-79.95733916,40.45863394,50-59,Downtown/Hill/Strip,3080
6016,1982105,16118470,52,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Tuesday,01:30:00,90,"900 Block Second AV Pittsburgh, PA 15219",3929 Retail Theft.,"600 Block East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99897476,40.45396982,50-59,North Side,4143
6021,1982110,17014812,48,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Sunday,04:30:00,270,"Eloise ST & Reddour ST Pittsburgh, PA 15212",3701 Robbery.,"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00544754,40.45893258,40-49,North Side,1342542
6019,1982108,17011335,48,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Friday,04:30:00,270,"Eloise ST & Reddour ST Pittsburgh, PA 15212",903 Criminal Conspiracy. / 3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,"100 Block W North AV Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.00785047,40.455505,40-49,North Side,1342469
6146,1982277,17038635,43,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Saturday,19:05:00,1145,"Liberty AV & Commonwealth PL Pittsburgh, PA 15222",902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,"Commonwealth PL & Liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00675198,40.44084198,40-49,Downtown/Hill/Strip,598297
6018,1982107,16221192,40,Female,Black,3,2,2017,2-Mar-17,Mar-17,March,Thursday,10:15:00,615,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"700 Block Mercer ST Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98729152,40.44442876,40-49,Downtown/Hill/Strip,1557
6020,1982109,17012803,34,Female,Black,3,2,2017,2-Mar-17,Mar-17,March,Saturday,02:15:00,135,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault.,"2100 Block Rhine ST Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99367687,40.46661676,30-39,North Side,5798
6110,1982220,17025979,29,Female,Black,3,2,2017,2-Mar-17,Mar-17,March,Friday,10:30:00,630,"4300 Block Murray AV Pittsburgh, PA 15217",3921(a) Theft by Unlawful Taking or Disposition - Movable item,"400 Block East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00153324,40.45347051,20-29,North Side,11187
6017,1982106,16198021,28,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Wednesday,10:00:00,600,"900 Block 2nd AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,"5900 Block Buttermilk Hollow RD Pittsburgh, PA 15207",Lincoln Place,4,3102,NA,NA,-79.90768734,40.36264254,20-29,East End (South)/North Side,13764
6024,1982113,17027926,25,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Wednesday,11:25:00,685,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"Beltzhoover AV & Guyman WY Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99741294,40.422042,20-29,South Side,3238
6015,1982104,16077490,24,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Monday,15:45:00,945,"900 Block 2nd AV Pittsburgh, PA 15219",13(a)(35)(i)(A) Possession with intent -Lookalike Drugs - Appearance  / 13(a)(35)(ii)(A) Dist./Sale Lookalike Drugs- Appearance,"N Canal ST & East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99836173,40.45126415,20-29,North Side,744173
5789,1981838,16137110,23,Female,Black,3,2,2017,2-Mar-17,Mar-17,March,Saturday,13:49:00,829,"S 22nd ST & E Carson ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 9093 Indirect Criminal Contempt,"600 Block Johnston AV Pittsburgh, PA 15207",Glen Hazel,4,1504,5,3,-79.93493858,40.40482294,20-29,East End (South)/North Side,4213640
5954,1982038,17035469,22,Male,Black,3,2,2017,2-Mar-17,Mar-17,March,Wednesday,00:22:00,22,"600 Block First AV Pittsburgh, PA 15219",2701 Simple Assault. / 3304 Criminal Mischief.,"300 Block Sunnyland AV Pittsburgh, PA 15227",Carrick,3,2904,4,4,-79.98481246,40.38268961,20-29,South Side,9003
6772,1983039,17031499,15,Female,Other,3,2,2017,2-Mar-17,Mar-17,March,Tuesday,13:30:00,810,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"100 Block PARKFIELD AV PITTSBURGH, PA 15210",Carrick,3,2904,4,4,-79.98734141,40.39125233,10-19,South Side,6928
5887,1981943,17034215,39,Female,White,3,2,2017,2-Mar-17,Mar-17,March,Saturday,14:55:00,895,"600 Block 1st AV Pittsburgh, PA 15219",3928 Unauthorized Use of Automobile and Other Vehicles.,"300 Block Parkfield ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.99220347,40.39467843,30-39,South Side,6827
6023,1982112,17015982,36,Female,White,3,2,2017,2-Mar-17,Mar-17,March,Tuesday,08:40:00,520,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3925 Receiving Stolen Property.,"70 Block S 26th ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,4,-79.96861667,40.42680969,30-39,South Side,3690
6022,1982111,17015982,35,Male,White,3,2,2017,2-Mar-17,Mar-17,March,Monday,08:40:00,520,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3925 Receiving Stolen Property.,"70 Block S 26th ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,4,-79.96861667,40.42680969,30-39,South Side,3690
6026,1982115,17032480,21,Male,White,3,2,2017,2-Mar-17,Mar-17,March,Friday,15:15:00,915,"5100 Block W Library AV Bethel Park, PA 15102",903 Criminal Conspiracy. / 3701 Robbery.,"1700 Block Realty AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02477851,40.4085931,20-29,West End/South Side,11974
6735,1983002,17032480,21,Male,White,3,2,2017,2-Mar-17,Mar-17,March,Sunday,15:15:00,915,"5100 Block W Library AV Bethel Park, PA 15102",903 Criminal Conspiracy. / 3701 Robbery.,"1700 Block Realty AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02477851,40.4085931,20-29,West End/South Side,11974
5835,1981891,17001798,53,Male,Black,3,1,2017,1-Mar-17,Mar-17,March,Wednesday,20:50:00,1250,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"4800 Block Penn AV Pittsburgh, PA 15224",Bloomfield,5,809,7,2,-79.94624886,40.46520537,50-59,East End (North),6401
5834,1981890,16240802,47,Male,Black,3,1,2017,1-Mar-17,Mar-17,March,Tuesday,09:30:00,570,"600 Block 1st AV Pittsburgh, PA 15219",5506 Loitering and Prowling at Night / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks / 13(a)(32) Paraphernalia - Use or Possession,"1900 Block Watson ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.97942715,40.43780895,40-49,Downtown/Hill/Strip,2124
5989,1982073,17033300,33,Female,Black,3,1,2017,1-Mar-17,Mar-17,March,Wednesday,12:41:00,761,"600 Block 1st AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"1600 Block Oakhurst ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.99111143,40.3997655,30-39,South Side,7276
5814,1981864,14211847,28,Male,Black,3,1,2017,1-Mar-17,Mar-17,March,Wednesday,13:54:00,834,"1100 Block Banksville RD Pittsburgh, PA 15216","2501 Criminal Homicide. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","100 Block Steuben ST Pittsburgh, PA 15220",West End,6,2019,2,5,-80.03247049,40.44280268,20-29,West End/South Side,4505
5841,1981897,17025009,28,Female,Black,3,1,2017,1-Mar-17,Mar-17,March,Tuesday,18:25:00,1105,"600 Block 1st AV Pittsburgh, PA 15219",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Washington BL & Allegheny River BL Pittsburgh, PA 15206",Highland Park,5,1106,7,2,-79.90784633,40.484269,20-29,East End (North),3919030
5791,1981840,16186504,25,Male,Black,3,1,2017,1-Mar-17,Mar-17,March,Monday,09:25:00,565,"400 Block Grant ST Pittsburgh, PA 15219",901 Criminal Attempt / 903 Criminal Conspiracy. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3701 Robbery. / 6106 Firearms not to be Carried without a License.,"1500 Block Davis AV Pittsburgh, PA 15212",Brighton Heights,1,2701,1,1,-80.03792204,40.48106235,20-29,North Side,8265
5830,1981886,16236022,22,Female,Black,3,1,2017,1-Mar-17,Mar-17,March,Friday,11:24:00,684,"400 Block Grant ST Pittsburgh, PA 15219","903 Criminal Conspiracy. / 2702 Aggravated Assault. / 3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2500 Block Centre AV Pittsburgh, PA 15219",Terrace Village,2,510,6,3,-79.97058741,40.44556158,20-29,Downtown/Hill/Strip,4979
5840,1981896,17024054,19,Male,Black,3,1,2017,1-Mar-17,Mar-17,March,Monday,10:12:00,612,"600 Block 1st AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition.,"7300 Block Butler ST Pittsburgh, PA 15201",Morningside,5,1014,7,2,-79.92134431,40.48793171,10-19,East End (North),12612
5919,1982003,17029038,19,Female,Black,3,1,2017,1-Mar-17,Mar-17,March,Wednesday,21:55:00,1315,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"Marshall AV & Ridgeland DR Pittsburgh, PA 15212",Marshall-Shadeland,1,2704,1,1,-80.02606973,40.46594508,10-19,North Side,1388155
5857,1981913,17023580,18,Female,Black,3,1,2017,1-Mar-17,Mar-17,March,Thursday,09:25:00,565,"600 Block 1st AV Pittsburgh, PA 15219",3925 Receiving Stolen Property.,"2300 Block Wilner DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.86984692,40.45464366,10-19,East End (North),15820
6287,1982457,17037706,16,Male,Black,3,1,2017,1-Mar-17,Mar-17,March,Sunday,16:29:00,989,"Castlegate AV & Brookline BL Pittsburgh, PA 15226",903 Criminal Conspiracy. / 2701 Simple Assault. / 3701 Robbery.,"Glenarm AV & Brookline BL Pittsburgh, PA 15226",Brookline,6,1919,4,4,-80.01773752,40.39211626,10-19,West End/South Side,424155
5958,1982042,17034346,13,Female,Black,3,1,2017,1-Mar-17,Mar-17,March,Sunday,14:00:00,840,"600 Block 1st AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition. / 6110.1 Possesion of Firearm by Minor,"10 Block Bonvue ST Pittsburgh, PA 15214",Perry North,1,2602,1,1,-80.01800387,40.49025403,10-19,North Side,9803
6025,1982114,17028747,41,Female,White,3,1,2017,1-Mar-17,Mar-17,March,Thursday,23:45:00,1425,"600 Block First AV Pittsburgh, PA 15219",4304(a)(1) Endangering Welfare of Children.,"100 Block Beltzhoover AV Pittsburgh, PA 15211",Mount Washington,3,1807,3,4,-79.99767513,40.42216616,40-49,South Side,3195
6063,1982163,17036609,28,Male,White,3,1,2017,1-Mar-17,Mar-17,March,Sunday,20:20:00,1220,"600 Block 1st AV Pittsburgh, PA 15219",3743 Accidents Involving Damage to Attended Veh. or Property,"Mifflin RD & Beggs ST Pittsburgh, PA 15207",Lincoln Place,4,3102,5,3,-79.91268362,40.36963446,20-29,East End (South)/North Side,1114595
5808,1981858,15219005,24,Female,White,3,1,2017,1-Mar-17,Mar-17,March,Thursday,22:33:00,1353,"900 Block 2nd AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,"S Negley AV & Eva ST Pittsburgh, PA 15206",Friendship,5,807,9,2,-79.93139687,40.46231708,20-29,East End (North),7835
6162,1982295,17037616,20,Female,White,3,1,2017,1-Mar-17,Mar-17,March,Monday,13:35:00,815,"1300 Block Forbes AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Stevenson ST & Watson ST Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98649547,40.43819611,20-29,Downtown/Hill/Strip,4146558
6286,1982456,17037706,16,Male,White,3,1,2017,1-Mar-17,Mar-17,March,Saturday,16:29:00,989,"Castlegate AV & Brookline BL Pittsburgh, PA 15226",903 Criminal Conspiracy. / 3701 Robbery.,"Glenarm AV & Brookline BL Pittsburgh, PA 15226",Brookline,6,1919,4,4,-80.01773752,40.39211626,10-19,West End/South Side,424155
5867,1981923,17030568,50,Male,Black,2,28,2017,28-Feb-17,Feb-17,February,Sunday,14:53:00,893,"1000 Block Western AV Pittsburgh, PA 15233",4910 Tampering with or Fabricating Physical Evidence. / 4952 Intimidation of Witnesses or Victims,"2600 Block Leland ST Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.01221327,40.47079276,50-59,North Side,3026
5865,1981921,17030209,43,Male,Black,2,28,2017,28-Feb-17,Feb-17,February,Friday,09:30:00,570,"4th AV & Wood ST Pittsburgh, PA 15222",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 4106 Access Device Fraud,"1800 Block Centre AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98289274,40.44191944,40-49,Downtown/Hill/Strip,620111
5874,1981930,17033218,39,Male,Black,2,28,2017,28-Feb-17,Feb-17,February,Sunday,12:20:00,740,"600 Block 1st AV Pittsburgh, PA 15219","903 Criminal Conspiracy. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 6110.2 Possesion of Firearm with Altered Mfg. Number","200 Block S St Clair ST Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92992905,40.46115391,30-39,East End (North),7712
5795,1981844,16193932,38,Male,Black,2,28,2017,28-Feb-17,Feb-17,February,Friday,12:15:00,735,"4400 Block Penn AV Pittsburgh, PA 15224",2701 Simple Assault.,"1500 Block Napoleon ST Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02937068,40.41220529,30-39,West End/South Side,12549
5825,1981881,16183707,29,Female,Black,2,28,2017,28-Feb-17,Feb-17,February,Sunday,22:35:00,1355,"600 Block 1ST AV Pittsburgh, PA 15219",3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,"7700 Block Kelly ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88849766,40.45342325,20-29,East End (North),13344
6067,1982167,17036678,26,Male,Black,2,28,2017,28-Feb-17,Feb-17,February,Thursday,01:00:00,60,"600 Block 1st AV Pittsburgh, PA 15219","3304 Criminal Mischief. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","100 Block Rhine PL Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99409859,40.4667862,20-29,North Side,5644
5827,1981883,16228462,25,Male,Black,2,28,2017,28-Feb-17,Feb-17,February,Tuesday,10:35:00,635,"900 Block 2nd AV Pittsburgh, PA 15219","2706 Terroristic Threats. / 3502 Burglary. / 3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 2701(a)(3) Simple Assault - Attempts by Physical Menace","2400 Block Bedford AV Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.97427068,40.44960637,20-29,Downtown/Hill/Strip,6191
5845,1981901,17007244,22,Male,Black,2,28,2017,28-Feb-17,Feb-17,February,Saturday,08:58:00,538,"900 Block 2nd AV Pittsburgh, PA 15219",3921(a) Theft by Unlawful Taking or Disposition - Movable item,"3200 Block Glen Mawr ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.0541744,40.45855481,20-29,West End/South Side,6563
